涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例%,内盘,外盘,内外比,主力净量,量比,净利润？,市净率,每股盈利,昨收,开盘,开盘涨幅,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,机构动向,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量
0.0073,12.37,0.09,12.36,12.37,15865370,195717550,5000,0.0024,0.0065,0.28,0.0396,-6.36,6403166500,4955423800,0.7739,7702075,8163295,0.944,0.13,0.77,-14000000,3.25,-0.01,12.28,12.29,0.0008,12.43,12.19,-0.0898,-0.1043,0.1434,-0.1916,0.0195,33600,14400,15390,6.52,517636750,400600140,-1.34E+15,-1.486,3.81,2,-43.75
-0.0157,12.52,-0.2,12.51,12.52,8468937,106369045,3200,0,-0.0103,-0.31,0.0037,84.87,32735969000,28641840000,0.8749,5349204,3119733,1.71,-0.04,1.07,-38586477,4.29,-0.015,12.72,12.65,-0.0055,12.69,12.48,-0.0126,0.0097,-0.0572,-0.1226,0.0165,82400,600,9863,-13.7,2614694000,2287686900,-4.42E+15,-1.291,2.92,0,4.13
-0.0373,26.62,-1.03,26.62,26.63,4491206,121128554,400,0.0008,-0.0309,-1.27,0.0469,38.14,4126100000,2547866800,0.6175,2740700,1750506,1.57,0.03,2.01,-22400000,6.67,-0.11,27.65,27.47,-0.0065,27.64,26.55,-0.0352,-0.0696,-0.2899,0.1779,0.0394,4000,1300,8490,1.27,155000000,95712500,-1.78E+15,-0.7215,3.99,0,5.53
-0.0579,3.58,-0.22,3.57,3.58,70684014,256527360,1900,0,-0.0453,-1.3,0.0953,57.46,3108602200,2655256600,0.8542,43560490,27123524,1.61,-1.25,2.93,-42818516,56.74,-0.049,3.8,3.75,-0.0132,3.78,3.55,-0.0428,-0.0402,-0.116,-0.1456,0.0605,912700,142100,34060,-28.36,868324650,741691780,-4.32E+15,0.0396,0.06,2,204.26
0.047,16.05,0.72,16.04,16.05,33879919,552572080,3400,-0.0037,0.0094,-1.69,0.2394,74.26,3851866000,2271145500,0.5896,15243553,18636366,0.818,-4.16,5.6,4578814,1.77,0.02,15.33,15.9,0.0372,16.86,15.82,0.2215,0.1933,0.2442,0.1031,0.0678,5100,7400,41370,-34.13,239991650,141504390,3.60E+14,-0.4988,9.06,1,613.47
0.0817,20.4,1.54,20.4,20.41,5249993,104539528,10200,0.002,0.0817,2.59,0.0228,-63.82,4689700000,4689700000,1,1844143,3405850,0.542,0.03,2.27,74500000,5.45,0.14,18.86,18.86,0,20.46,18.7,0.1088,0.0659,0.101,0.5902,0.0933,3500,2300,11232,3.54,230000000,230000000,3.75E+15,0.4614,3.74,6,-6.1
-0.0143,7.58,-0.11,7.58,7.59,4101105,31233137,2000,0,-0.013,-0.47,0.0032,38.9,9568645600,9568645600,1,2653795,1447310,1.83,-0.01,1.25,378263650,1.09,0.3,7.69,7.68,-0.0013,7.68,7.56,0.0013,0.0285,-0.0245,-0.0447,0.0156,43400,54700,7425,-8.16,1262354300,1262354300,5.55E+16,0.0401,6.98,1,-0.88
0.0499,89.85,4.27,89.65,89.85,3347972,294131030,3100,-0.0017,0.0548,2.33,0.0482,-21.52,8980000000,6245579000,0.6951,1543950,1804022,0.856,0.04,1.59,18324726,9.44,0.18,85.58,85.18,-0.0047,90.1,85.12,0.0801,0.1523,0.2942,0.1244,0.0582,600,1100,11597,1.41,100000000,69511174,2.06E+15,-0.4043,9.51,2,-8.31
0.0117,31.91,0.37,31.91,31.99,1757574,56440460,100,-0.0003,-0.0025,-0.64,0.0458,23.08,3063369600,1225353570,0.4,909020,848554,1.07,0.13,4.83,27161333,2.71,0.283,31.54,31.99,0.0143,32.63,31.29,0.0003,0.0284,0.035,-0.5037,0.0425,2000,1000,5424,15.71,96000300,38400300,3.07E+15,-0.0295,11.78,3,-67.51
-0.0109,14.5,-0.16,14.5,14.51,592250,8588384,2100,-0.0007,-0.0082,-0.01,0.0134,71.67,2163472500,640972500,0.2963,357100,235150,1.52,0.15,1.09,7446722,2.66,0.05,14.66,14.62,-0.0027,14.7,14.44,-0.0082,0.0083,-0.056,-0.4257,0.0177,12400,8100,1258,67.29,149205000,44205000,7.51E+14,0.0118,5.45,1,-21.3
-0.0046,15.13,-0.07,15.13,15.15,1558140,23512727,600,-0.0013,-0.0046,0.26,0.0238,39.4,2178720000,989138880,0.454,812180,745960,1.09,-0.09,0.59,5338501,3.31,0.037,15.2,15.2,0,15.27,14.92,-0.0282,0.0543,0.076,-0.2546,0.023,4500,90,3933,-16.87,144000000,65376000,5.48E+14,-0.7519,4.58,1,18.18
0.0072,11.12,0.08,11.12,11.13,2438000,27251618,100,-0.0009,0.0072,-0.52,0.0096,62.13,3034726900,2837173600,0.9349,1151650,1286350,0.895,0.06,1.56,17728313,1.63,0.06,11.04,11.04,0,11.34,10.96,0.0335,0.0744,0.0344,-0.232,0.0344,900,1200,4332,12.29,272907100,255141510,1.90E+15,0.3218,6.83,0,-11.03
-0.0079,7.52,-0.06,7.52,7.53,2907721,21856682,100,0,-0.0053,0.04,0.0079,35.1,3324593700,2757751400,0.8295,1867250,1040471,1.79,0.01,1.09,23651276,2.27,0.057,7.58,7.56,-0.0026,7.6,7.48,-0.0221,0.0217,0.0053,-0.1404,0.0158,18400,16000,4219,2.99,442100220,366722270,2.89E+15,0.0626,3.31,2,-1.88
-0.0048,8.33,-0.04,8.32,8.33,1070450,8869812,2700,0.0012,-0.0036,0.52,0.0046,16.98,1955468600,1950919900,0.9977,671750,398700,1.68,-0.02,0.62,11614749,2.56,0.05,8.37,8.36,-0.0012,8.37,8.25,-0.048,0,0.0611,0.0024,0.0143,100,9700,2451,-100,234750130,234204070,1.27E+15,-0.1829,3.25,1,1.86
0,6.05,0,6.05,6.06,7837411,46966932,300,0.0033,0.0083,0.95,0.0138,-24.03,4148854700,3437051400,0.8284,4107481,3729930,1.1,-0.05,0.58,-3629959,1.94,-0.005,6.05,6,-0.0083,6.06,5.93,-0.0242,0.098,0.094,-0.238,0.0215,78970,36200,8717,-10.02,685761100,568107670,-5.43E+14,-1.247,3.12,0,9.5
0.0085,15.42,0.13,15.42,15.43,11468540,177462770,100,-0.0019,0.0085,-0.35,0.0355,-24.29,5083974100,4982116100,0.98,5443947,6024593,0.904,-0.1,1.88,-7787043,2.04,-0.024,15.29,15.29,0,15.7,15.19,0.0844,0.0967,0.0232,-0.3115,0.0334,2800,4900,15793,-6.2,329700010,323094430,-1.13E+15,-3.325,7.57,1,17.98
0.0045,8.97,0.04,8.96,8.97,7498919,66958580,3700,0.0011,0.0045,0.46,0.0127,-41.47,6675196500,5287656900,0.7921,3583988,3914931,0.916,-0.11,0.72,82083888,2.78,0.11,8.93,8.93,0,9,8.87,-0.0355,0.0056,0.0504,-0.0518,0.0146,11000,7600,12133,-22.48,744169070,589482370,1.06E+16,13.83,3.23,1,15.73
-0.0168,6.44,-0.11,6.44,6.45,1829600,11795218,200,0,-0.0108,-0.11,0.0082,36.52,1950070800,1438105700,0.7375,1132050,697550,1.62,-0.13,0.95,-12587529,2.65,-0.042,6.55,6.51,-0.0061,6.55,6.42,-0.0271,0.0016,0.0287,0.0094,0.0198,15900,200,3623,-59.03,302806030,223308340,-1.45E+15,-0.6738,2.43,2,11.31
0.0302,11.95,0.35,11.94,11.95,6302200,74348791,0,0.0034,0.0355,1.32,0.0151,-33.99,5464986200,4981627000,0.9116,2880000,3422200,0.842,0.1,1.18,26407428,4.43,0.058,11.6,11.54,-0.0052,12.03,11.52,-0.0205,0.1371,0.0205,0.4597,0.044,7400,13600,15246,21.42,457321020,416872550,4.05E+15,10.36,2.7,4,-19.83
0.0078,76.7,0.59,76.69,76.7,1875630,142570620,100,0.0012,0.0119,0.9,0.0037,72.48,39757445000,39096179000,0.9834,960561,915069,1.05,0,0.86,505581320,9.02,0.975,76.11,75.8,-0.0041,77.2,74.79,0.0204,0.1085,0.0772,-0.0921,0.0317,100,300,7474,1.37,518350000,509728540,5.77E+16,0.1648,8.5,1,5.91
0.0049,8.26,0.04,8.26,8.27,6811918,56371555,300,0,0.0061,-0.19,0.0177,19.87,3835953700,3176308800,0.828,3484222,3327696,1.05,0.05,0.71,27255138,1.52,0.059,8.22,8.21,-0.0012,8.36,8.15,-0.0108,0.1013,0.1162,-0.0953,0.0255,5900,48200,10810,10.22,464401180,384541020,3.22E+15,1.117,5.45,2,-6.55
-0.0025,16.27,-0.04,16.27,16.28,6200605,100199243,9100,0.0006,-0.0049,0.68,0.0161,9.75,7519643300,6269927200,0.8338,3522068,2678537,1.31,-0.23,0.63,5957263,6.67,0.013,16.31,16.35,0.0025,16.39,16.03,0.0074,0.0457,0.0125,-0.2334,0.0221,34500,12700,7751,-35.9,462178440,385367370,2.74E+14,0.0468,2.44,1,74.73
0.0087,6.99,0.06,6.99,7,11344825,78963881,100,-0.0014,0.0058,0.43,0.013,-75.95,7647685400,6104201100,0.7982,4598996,6745829,0.682,0.14,1.75,77628876,1.63,0.071,6.93,6.95,0.0029,7.04,6.84,0.0116,0.0972,0.0671,-0.2148,0.0289,38800,36600,11874,28.36,1094089480,873276270,9.69E+15,0.0139,4.29,1,-25.16
-0.0078,15.36,-0.12,15.35,15.37,202100,3101116,100,0.0007,-0.0097,0.1,0.0023,21.33,1536063700,1339529660,0.8721,112050,90050,1.24,0.02,0.5,-5483792,2.32,-0.055,15.48,15.51,0.0019,15.59,15.27,-0.0109,0.0378,0.1019,-0.109,0.0207,100,400,830,100,100004149,87208962,-5.48E+14,-2.265,6.62,0,-2.79
-0.0088,10.13,-0.09,10.13,10.14,2327373,23536773,10000,0.001,-0.0059,0.17,0.0133,62.84,2429224600,1768880600,0.7282,1439988,887385,1.62,-0.18,1.04,-18557195,5.05,-0.077,10.22,10.19,-0.0029,10.22,10.07,-0.0194,0.0284,0.013,-0.0791,0.0147,100,12500,4187,-30.59,239805000,174618030,-1.87E+15,0.0874,2.01,2,3.18
-0.0122,6.5,-0.08,6.5,6.51,3253100,21185069,100,0,-0.0166,-0.19,0.0094,41.59,3324256600,2240517800,0.674,2112287,1140813,1.85,-0.09,0.85,21798161,3.35,0.04,6.58,6.61,0.0046,6.61,6.48,-0.0046,0.0484,0.0078,-0.2188,0.0198,41300,11300,3687,-29.05,511424090,344695040,2.33E+15,0.5328,1.94,1,15.36
0.002,15.21,0.03,15.21,15.22,1085431,16413632,300,0.0013,0.0007,0.58,0.0039,-45.42,5854475400,4227408100,0.7221,554431,531000,1.04,0.01,0.5,8586259,2.14,0.02,15.18,15.2,0.0013,15.29,14.96,0.0446,0.13,0.0726,-0.1787,0.0217,2600,4900,1817,11.96,384909630,277936100,1.03E+15,-0.8414,7.1,1,-2.15
0.0228,13.43,0.3,13.44,13.46,5656329,75829606,1000,0.0015,0.019,0.18,0.0411,-76.97,2615881000,1847379500,0.7062,2977197,2679132,1.11,-0.2,1.03,1806789,3.36,0.009,13.13,13.18,0.0038,13.68,13,0.0205,0.0633,0.006,0.1906,0.0518,100,1500,8730,-16.87,194778930,137556180,4.29E+13,-0.8524,4,2,56.52
0.0057,7.09,0.04,7.09,7.1,16275421,115775488,21000,0,-0.0014,-0.33,0.021,-26.17,5844172600,5499409400,0.941,7508420,8767001,0.856,-0.14,1.12,76765573,3.23,0.093,7.05,7.1,0.0071,7.17,7.03,0.026,0.0856,0.0395,-0.0621,0.0199,10600,136500,17182,-16.73,824283870,775657180,7.59E+15,8.609,2.19,0,21.98
0.0012,8.28,0.01,8.28,8.29,5696100,46950194,100,0,0,0.45,0.0129,-3.56,5486951000,3668050600,0.6685,2828050,2868050,0.986,-0.04,1.52,1713395,2.99,0.003,8.27,8.28,0.0012,8.33,8.16,-0.0293,0.0036,0.035,-0.288,0.0206,29600,5100,8567,-5.91,662675240,443001280,2.35E+14,-0.8663,2.77,2,-3
-0.0148,22.01,-0.33,22,22.01,1678357,36842935,200,0.0023,-0.0112,0.26,0.0065,-10.28,5883336100,5665896100,0.963,961460,716897,1.34,-0.04,1.07,92246577,3.56,0.453,22.34,22.26,-0.0036,22.26,21.8,-0.0121,0.0929,-0.0196,-0.2401,0.0206,1900,1700,4074,-12.62,267302870,257423720,2.26E+16,-0.1916,6.18,0,1.6
-0.0079,13.78,-0.11,13.79,13.8,2636699,36274696,1000,0,-0.0101,0.16,0.0165,-1.66,3031460800,2195678700,0.7243,1412352,1224347,1.15,-0.06,1.04,3357173,4.33,0.015,13.89,13.92,0.0022,13.97,13.66,-0.0323,0.0177,0.0058,0.0748,0.0223,100,4200,4368,-11.94,219989900,159338080,2.71E+14,0.3098,3.18,2,3.79
-0.0183,17.14,-0.32,17.14,17.15,43836969,750071630,300,0.0035,-0.0006,0.17,0.0221,-19.35,33979298000,33979298000,1,22666545,21170424,1.07,-0.29,1.14,3400000000,2.5,0.83,17.46,17.15,-0.0178,17.6,16.83,0.0813,0.2044,0.1893,1.5817,0.0441,6800,6900,54289,-25.02,1982456100,1982456100,3.49E+17,4.182,6.86,0,45.62
-0.0058,47.93,-0.28,47.86,47.93,1167550,55577061,100,0.0034,-0.0031,0.68,0.0073,21.88,7864412600,7684821200,0.9772,624100,543450,1.15,-0.13,0.62,22947563,5.05,0.14,48.21,48.08,-0.0027,48.2,47.06,-0.049,0.0771,0.3471,-0.0695,0.0236,600,400,5359,-52.03,164081220,160334260,2.59E+15,-0.0756,9.49,0,33.97
-0.0118,15.06,-0.18,15.05,15.06,22426032,333546180,47700,-0.0053,0.0128,1.23,0.0714,1.45,6178174800,4726571200,0.7645,12086343,10339689,1.17,-1.11,1.46,24650152,3.63,0.06,15.24,14.87,-0.0243,15.66,14.48,0.0858,0.2344,0.3234,0.0495,0.0774,700,4800,33612,-26.31,410237370,313641090,3.12E+15,-0.4877,4.14,0,206.35
0.0042,21.44,0.09,21.42,21.43,889300,18883579,400,0.0033,-0.0115,0.96,0.0063,-12.95,4428598800,3038879500,0.6862,450850,438450,1.03,-0.01,0.73,71060100,3.26,0.34,21.35,21.69,0.0159,21.69,21.02,-0.0201,0.0525,0.0515,-0.2579,0.0314,2600,200,3455,-9.5,206557780,141738780,7.82E+15,0.0264,6.58,2,0
-0.0017,22.96,-0.04,22.96,22.97,6084975,139322650,100,-0.0004,0.0026,0.28,0.0217,7.15,7447929100,6440017200,0.8647,3479832,2605143,1.34,-0.07,0.48,145880500,3.01,0.16,23,22.9,-0.0043,23.1,22.7,-0.0267,0.0164,0.1119,-0.2402,0.0174,8800,3900,7911,-6.52,324387160,280488550,7.80E+15,0.2173,7.64,1,-8.23
0.025,34.49,0.84,34.48,34.49,1113548,37812892,200,0.0041,0.0326,1.58,0.0096,-52.41,5412881700,3993797600,0.7378,465998,647550,0.72,0,1.96,13803290,5.07,0.088,33.65,33.4,-0.0074,34.49,33.4,0.0253,0.1286,0.0354,-0.2201,0.0324,1000,1000,3020,1.51,156940610,115795812,1.49E+15,0.0694,6.81,1,6.37
-0.0115,8.63,-0.1,8.63,8.65,2275559,19694031,5700,0.0012,-0.0058,-0.28,0.0032,51.97,6623507800,6148167400,0.9282,1259700,1015859,1.24,-0.03,0.83,-28705312,1.49,-0.04,8.73,8.68,-0.0057,8.78,8.61,-0.0303,0.0348,0.055,-0.3172,0.0195,4600,17300,5160,-23.32,767498010,712418010,-2.64E+15,-19.26,5.77,1,3.1
0.0017,17.56,0.03,17.55,17.56,7481834,131277145,600,0.0006,0.0046,0.08,0.0179,45.73,21072000000,7322520000,0.3475,4046434,3435400,1.18,-0.01,0.58,241938360,3.93,0.2,17.53,17.48,-0.0029,17.67,17.4,-0.0288,0.0348,0.0623,-0.0394,0.0154,9400,1000,11891,-1.15,1200000000,417000000,2.85E+16,0.9533,4.47,1,6.04
-0.0189,11.95,-0.23,11.95,11.96,4714172,56283118,1000,0.0017,-0.0189,0.09,0.0101,-43.13,5688612800,5558620800,0.9771,3083040,1631132,1.89,-0.17,1.32,-24409475,3.85,-0.05,12.18,12.18,0,12.18,11.88,-0.0213,-0.0042,-0.0108,-0.3191,0.0246,2819,7900,4300,-29.44,476034540,465156550,-2.44E+15,-0.2261,3.1,3,30.64
